label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
A,0.0,0.0,0.0,0.2707481384277344,-0.10878395289182663,-0.20054636895656586,0.4736533463001251,-0.48270606994628906,-0.2651768922805786,0.504013180732727,-0.8324906826019287,-0.29829204082489014,0.5604494214057922,-1.077806830406189,-0.2989612817764282,0.2775789797306061,-0.9704352021217346,-0.13357648253440857,0.21550673246383667,-0.920020341873169,-0.26936987042427063,0.24077141284942627,-0.6662436127662659,-0.31212738156318665,0.2531576454639435,-0.6320132613182068,-0.3236095905303955,0.06553779542446136,-0.9942431449890137,-0.08476660400629044,0.0025384172331541777,-0.8320091366767883,-0.21414512395858765,0.07991144061088562,-0.5084502696990967,-0.2064380645751953,0.12560294568538666,-0.5532201528549194,-0.17476440966129303,-0.1213526800274849,-0.9198037385940552,-0.06887262314558029,-0.19245021045207977,-0.781815767288208,-0.21712151169776917,-0.09206018596887589,-0.48810604214668274,-0.16458217799663544,-0.030543530359864235,-0.5166351199150085,-0.10088929533958435,-0.284044086933136,-0.7913470268249512,-0.07157336920499802,-0.3285796344280243,-0.6704350709915161,-0.1727963387966156,-0.2354101985692978,-0.4618445634841919,-0.1478816568851471,-0.17487943172454834,-0.47186803817749023,-0.10433659702539444
A,0.0,0.0,0.0,0.25827425718307495,-0.09581244736909866,-0.1904945969581604,0.4553893208503723,-0.45344290137290955,-0.2478717863559723,0.46905970573425293,-0.7964567542076111,-0.2742237448692322,0.47546225786209106,-1.0517258644104004,-0.2694022059440613,0.2925732731819153,-0.955375611782074,-0.12324324995279312,0.23615041375160217,-0.8996161818504333,-0.25416916608810425,0.24306879937648773,-0.6470932364463806,-0.30022791028022766,0.24575039744377136,-0.6137722134590149,-0.31644323468208313,0.08205242455005646,-0.9936959147453308,-0.07639244198799133,0.02469457872211933,-0.8213740587234497,-0.20683546364307404,0.08404421806335449,-0.5055104494094849,-0.20886000990867615,0.12307631969451904,-0.5387244820594788,-0.18499009311199188,-0.10505646467208862,-0.9295300245285034,-0.060371000319719315,-0.1718214452266693,-0.7743470072746277,-0.20566938817501068,-0.08670375496149063,-0.48504912853240967,-0.16096965968608856,-0.028794771060347557,-0.5067891478538513,-0.10366043448448181,-0.26898977160453796,-0.8097930550575256,-0.061870310455560684,-0.3080843985080719,-0.6704607605934143,-0.16194893419742584,-0.22589769959449768,-0.4615473747253418,-0.1429734081029892,-0.16557641327381134,-0.4749995470046997,-0.10447724163532257
A,0.0,0.0,0.0,-0.37508925795555115,-0.2198510617017746,-0.13640403747558594,-0.6557978987693787,-0.6288949847221375,-0.20858998596668243,-0.8714191913604736,-0.9807184934616089,-0.28248414397239685,-1.0831679105758667,-1.163755178451538,-0.32362231612205505,-0.2976784110069275,-1.0181132555007935,-0.062046345323324203,-0.3406904339790344,-1.3065565824508667,-0.2407105714082718,-0.35065966844558716,-0.9137464761734009,-0.3108161985874176,-0.32341620326042175,-0.7822451591491699,-0.33899936079978943,-0.05137088522315025,-0.9960684180259705,-0.07217109203338623,-0.12386447936296463,-1.2664481401443481,-0.26497602462768555,-0.174558624625206,-0.8057346343994141,-0.2800023555755615,-0.13706599175930023,-0.7620740532875061,-0.2522262930870056,0.17791078984737396,-0.9403267502784729,-0.1156187653541565,0.11447916179895401,-1.2099635601043701,-0.30795612931251526,0.04633001610636711,-0.7875301241874695,-0.21837078034877777,0.0885535404086113,-0.7413565516471863,-0.11670877784490585,0.3972491919994354,-0.855093240737915,-0.17166011035442352,0.33724769949913025,-1.0621318817138672,-0.25733259320259094,0.25944000482559204,-0.7708153128623962,-0.16982197761535645,0.2918227016925812,-0.6980661153793335,-0.08626709133386612
A,0.0,0.0,0.0,-0.3613591194152832,-0.24171802401542664,-0.11504548788070679,-0.5944890379905701,-0.6975348591804504,-0.16079410910606384,-0.7225743532180786,-1.1021658182144165,-0.21005171537399292,-0.8714975118637085,-1.3401566743850708,-0.22534698247909546,-0.22114859521389008,-1.0519659519195557,-0.02817075327038765,-0.2689693570137024,-1.3189067840576172,-0.2012157440185547,-0.29545527696609497,-0.9259456396102905,-0.26916295289993286,-0.26491260528564453,-0.7856990098953247,-0.29373496770858765,0.012529903091490269,-0.9990254640579224,-0.04232115298509598,-0.05773467943072319,-1.2590728998184204,-0.22870011627674103,-0.12655630707740784,-0.8072697520256042,-0.2434641271829605,-0.07973351329565048,-0.7594031691551208,-0.2136789858341217,0.2315477579832077,-0.9182639122009277,-0.08957690000534058,0.1801910102367401,-1.175695538520813,-0.272114098072052,0.08581516891717911,-0.7708884477615356,-0.1838361620903015,0.12974362075328827,-0.7339470982551575,-0.08266791701316833,0.4453486204147339,-0.8130296468734741,-0.14884591102600098,0.40549010038375854,-1.0271326303482056,-0.22719648480415344,0.3058072030544281,-0.7630127668380737,-0.1435302197933197,0.3355979919433594,-0.7032684087753296,-0.061793990433216095
A,0.0,0.0,0.0,-0.37630966305732727,-0.26310914754867554,-0.10946255922317505,-0.5323135852813721,-0.7690609097480774,-0.12452375143766403,-0.49427875876426697,-1.1895185708999634,-0.13740216195583344,-0.48737087845802307,-1.442828893661499,-0.11131489276885986,-0.19377489387989044,-1.0851373672485352,-0.021628107875585556,-0.22649328410625458,-1.32914137840271,-0.19779857993125916,-0.273465633392334,-0.9279091358184814,-0.2614259719848633,-0.24140134453773499,-0.8099016547203064,-0.28068575263023376,0.04459713399410248,-0.9984931945800781,-0.03197512775659561,0.0025922455824911594,-1.2446283102035522,-0.2231416255235672,-0.09543970227241516,-0.7792070508003235,-0.2268514633178711,-0.04076434671878815,-0.7334529161453247,-0.18108083307743073,0.27622538805007935,-0.8890970945358276,-0.07840373367071152,0.2485334277153015,-1.1401969194412231,-0.2704775929450989,0.11882133036851883,-0.7214779257774353,-0.17510725557804108,0.1670088917016983,-0.6747141480445862,-0.060875214636325836,0.5080370306968689,-0.7586416602134705,-0.13737280666828156,0.4859110414981842,-0.9655229449272156,-0.23640324175357819,0.3604767620563507,-0.7050697803497314,-0.1651153266429901,0.38373249769210815,-0.6479880213737488,-0.08416251838207245
A,0.0,0.0,0.0,-0.3795234262943268,-0.22525739669799805,-0.13405680656433105,-0.5923837423324585,-0.691058874130249,-0.1762220412492752,-0.6538430452346802,-1.1147913932800293,-0.21487078070640564,-0.7781326174736023,-1.3751822710037231,-0.2184412181377411,-0.26932334899902344,-1.0353755950927734,-0.05081968009471893,-0.3384917974472046,-1.263205885887146,-0.2221863865852356,-0.33689969778060913,-0.8657934069633484,-0.28952959179878235,-0.28416261076927185,-0.7818065285682678,-0.32038775086402893,-0.0290696918964386,-0.9980853796005249,-0.0545947439968586,-0.1155502051115036,-1.2257685661315918,-0.24736018478870392,-0.16456058621406555,-0.7594238519668579,-0.2591323256492615,-0.0979163721203804,-0.7467679977416992,-0.22731639444828033,0.1972551792860031,-0.9288300275802612,-0.09329454600811005,0.13369672000408173,-1.1662899255752563,-0.28290703892707825,0.045845214277505875,-0.7516456842422485,-0.1875523328781128,0.10871986299753189,-0.732926070690155,-0.08113811910152435,0.41112855076789856,-0.840599000453949,-0.1472548395395279,0.37265580892562866,-1.0135622024536133,-0.23968082666397095,0.2729434072971344,-0.7563697695732117,-0.16540083289146423,0.3109414875507355,-0.7184130549430847,-0.08930975943803787
A,0.0,0.0,0.0,-0.3831610381603241,-0.22325587272644043,-0.12149576097726822,-0.5822610855102539,-0.6929224729537964,-0.1465679109096527,-0.6026208996772766,-1.1223204135894775,-0.16992881894111633,-0.6628131866455078,-1.4135115146636963,-0.15565750002861023,-0.28494206070899963,-1.0346351861953735,-0.02180125005543232,-0.3504389524459839,-1.2712684869766235,-0.19410473108291626,-0.34771132469177246,-0.8636756539344788,-0.25685998797416687,-0.29438236355781555,-0.7684017419815063,-0.2797207534313202,-0.04004181548953056,-0.9987725019454956,-0.0291560310870409,-0.12098933756351471,-1.2267804145812988,-0.22059038281440735,-0.16896209120750427,-0.7517503499984741,-0.22967751324176788,-0.10340570658445358,-0.7316718697547913,-0.19103017449378967,0.19473274052143097,-0.9305553436279297,-0.07349397987127304,0.1323641687631607,-1.1583553552627563,-0.2663421332836151,0.0468030720949173,-0.7323809862136841,-0.17473773658275604,0.10744047164916992,-0.7117868661880493,-0.06599161773920059,0.4218554198741913,-0.8414652347564697,-0.13157758116722107,0.3753856122493744,-1.0001201629638672,-0.22835543751716614,0.28022944927215576,-0.7326195240020752,-0.15807542204856873,0.3178727626800537,-0.6980235576629639,-0.08080711960792542
A,0.0,0.0,0.0,-0.2891623079776764,-0.20160898566246033,-0.10557076334953308,-0.4374798536300659,-0.5728461742401123,-0.13697932660579681,-0.47967949509620667,-0.878619909286499,-0.16215015947818756,-0.5311324000358582,-1.121804118156433,-0.1627730280160904,-0.17511732876300812,-1.0048669576644897,-0.020007066428661346,-0.304808646440506,-0.8514671921730042,-0.14206549525260925,-0.2808537781238556,-0.5870262980461121,-0.2091645449399948,-0.22099760174751282,-0.5615837574005127,-0.24725817143917084,0.017909638583660126,-0.9994109272956848,-0.029274167492985725,-0.12998977303504944,-0.7822839617729187,-0.14987288415431976,-0.14105254411697388,-0.48835164308547974,-0.16842859983444214,-0.08076144009828568,-0.4981488287448883,-0.16091153025627136,0.19610713422298431,-0.8967674374580383,-0.0657440796494484,0.0618973970413208,-0.6983190774917603,-0.20166653394699097,0.02326378971338272,-0.44107237458229065,-0.15672339498996735,0.07496930658817291,-0.46658772230148315,-0.10161843150854111,0.3587672710418701,-0.7502135634422302,-0.11594986915588379,0.25846850872039795,-0.622313380241394,-0.19679240882396698,0.20088732242584229,-0.4385335445404053,-0.16073375940322876,0.2360547035932541,-0.4432276785373688,-0.11524488776922226
A,0.0,0.0,0.0,0.25949493050575256,-0.17420271039009094,-0.20031015574932098,0.3830500543117523,-0.598982036113739,-0.2639384865760803,0.32640498876571655,-0.969749391078949,-0.29542869329452515,0.3326488733291626,-1.253082036972046,-0.297930508852005,0.11854557693004608,-1.0106844902038574,-0.12950663268566132,0.025059964507818222,-0.8811494708061218,-0.2792298197746277,0.10130222886800766,-0.6192778944969177,-0.33925357460975647,0.15476569533348083,-0.5786089897155762,-0.35530415177345276,-0.08645009994506836,-0.9935457110404968,-0.07343932241201401,-0.16396480798721313,-0.7521198391914368,-0.20335036516189575,-0.041774630546569824,-0.48185303807258606,-0.20578134059906006,0.012264641001820564,-0.5166946649551392,-0.1802300065755844,-0.25386521220207214,-0.8862242102622986,-0.051024481654167175,-0.31853774189949036,-0.6482852697372437,-0.1956169754266739,-0.1889357715845108,-0.4137429893016815,-0.1548154503107071,-0.12606163322925568,-0.4481790363788605,-0.0971706286072731,-0.39557263255119324,-0.7377234101295471,-0.046362847089767456,-0.43566447496414185,-0.5822573304176331,-0.13873572647571564,-0.328822523355484,-0.39544352889060974,-0.11555688083171844,-0.2688908278942108,-0.39312878251075745,-0.07108209282159805
B,0.0,0.0,0.0,0.22452093660831451,-0.1774083524942398,-0.10637644678354263,0.3433525264263153,-0.5022884607315063,-0.13831420242786407,0.1905689835548401,-0.7789433002471924,-0.16175642609596252,0.010361400432884693,-0.840277910232544,-0.18400219082832336,0.3303101658821106,-0.9248780608177185,-0.043515708297491074,0.35383445024490356,-1.2923158407211304,-0.09743945300579071,0.34037503600120544,-1.518851637840271,-0.15411625802516937,0.3175385296344757,-1.7140557765960693,-0.19961783289909363,0.17092390358448029,-0.9840739369392395,-0.04882247745990753,0.19805844128131866,-1.3966171741485596,-0.08936361968517303,0.2019113004207611,-1.6704365015029907,-0.14409266412258148,0.19840528070926666,-1.8994542360305786,-0.18714100122451782,0.027022147551178932,-0.9494854211807251,-0.07063677906990051,0.038702383637428284,-1.3303329944610596,-0.11602914333343506,0.0588366724550724,-1.5775026082992554,-0.1679716557264328,0.06768161058425903,-1.781144380569458,-0.20488135516643524,-0.12556110322475433,-0.8431441783905029,-0.10479585826396942,-0.11988785862922668,-1.138107419013977,-0.14668795466423035,-0.09628894180059433,-1.3352935314178467,-0.16856513917446136,-0.07567587494850159,-1.5090864896774292,-0.1851530522108078
B,0.0,0.0,0.0,0.2345835417509079,-0.15109883248806,-0.13989132642745972,0.3855258524417877,-0.4577571451663971,-0.18465527892112732,0.3494803309440613,-0.795443058013916,-0.21587012708187103,0.23331736028194427,-1.0096787214279175,-0.2441956251859665,0.34029820561408997,-0.9190442562103271,-0.07193310558795929,0.3735114336013794,-1.2963513135910034,-0.14426665008068085,0.36323416233062744,-1.533911108970642,-0.21356408298015594,0.3443455696105957,-1.7451322078704834,-0.2656640112400055,0.18228858709335327,-0.9814051985740662,-0.06012146919965744,0.21998551487922668,-1.413576364517212,-0.11855370551347733,0.2266337275505066,-1.6974337100982666,-0.1822550892829895,0.2265414446592331,-1.9352102279663086,-0.23041203618049622,0.03347812965512276,-0.9529366493225098,-0.06815794110298157,0.0640019029378891,-1.3523759841918945,-0.12959985435009003,0.0841764286160469,-1.604285478591919,-0.18237780034542084,0.09614090621471405,-1.8160874843597412,-0.21860522031784058,-0.12325640022754669,-0.8563118577003479,-0.09149857610464096,-0.10716135799884796,-1.1593929529190063,-0.15154100954532623,-0.0831739753484726,-1.3585686683654785,-0.18198180198669434,-0.06044889613986015,-1.537590503692627,-0.20152470469474792
B,0.0,0.0,0.0,0.22018258273601532,-0.16863669455051422,-0.10822807997465134,0.3449816405773163,-0.49463292956352234,-0.13867993652820587,0.20882102847099304,-0.780607283115387,-0.1596921682357788,0.031296681612730026,-0.8465173244476318,-0.17931006848812103,0.33514168858528137,-0.921855092048645,-0.04162122681736946,0.36682307720184326,-1.2757331132888794,-0.09074518829584122,0.3578672409057617,-1.4966938495635986,-0.14601735770702362,0.33941850066185,-1.6918081045150757,-0.19264233112335205,0.18228979408740997,-0.9821958541870117,-0.04540594294667244,0.21747860312461853,-1.3778808116912842,-0.08231271803379059,0.22696629166603088,-1.643728494644165,-0.13655319809913635,0.2280275821685791,-1.8695509433746338,-0.18049338459968567,0.041592299938201904,-0.946786105632782,-0.06565062701702118,0.06226437911391258,-1.3168861865997314,-0.10898835211992264,0.0858837366104126,-1.556939959526062,-0.1616179198026657,0.09813184291124344,-1.7587461471557617,-0.20036640763282776,-0.11100997775793076,-0.83800208568573,-0.09848310053348541,-0.1013423427939415,-1.1214234828948975,-0.14154161512851715,-0.07384464144706726,-1.3115906715393066,-0.16586056351661682,-0.0490274503827095,-1.4809807538986206,-0.18476755917072296
