label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125
yes,0.0,0.0,0.0,-0.12469255179166794,-0.5444580316543579,-0.0447697751224041,-0.3684607148170471,-0.9542753100395203,-0.08125872164964676,-0.6768683195114136,-1.0461498498916626,-0.10461848229169846,-0.8517805337905884,-0.9047150015830994,-0.13459116220474243,-0.8477377891540527,-0.7494389414787292,-0.14005045592784882,-0.9405914545059204,-0.5838099718093872,-0.1996719092130661,-0.7834439277648926,-0.5106253027915955,-0.26311516761779785,-0.6088233590126038,-0.4953867793083191,-0.302897185087204,-0.9364186525344849,-0.32084694504737854,-0.14204715192317963,-0.9390681982040405,-0.19063259661197662,-0.14447259902954102,-0.8001625537872314,-0.1336718201637268,-0.16671517491340637,-0.6361211538314819,-0.13194385170936584,-0.2005341351032257,-0.9233477711677551,0.10188695043325424,-0.13630744814872742,-0.9095872640609741,0.1867760270833969,-0.1337551474571228,-0.7948325872421265,0.2183428406715393,-0.12007048726081848,-0.643515408039093,0.20911414921283722,-0.12935951352119446,-0.8636546730995178,0.4921411871910095,-0.1340934783220291,-0.8618685603141785,0.5430452823638916,-0.14610302448272705,-0.7244312167167664,0.5399339199066162,-0.11545876413583755,-0.5998595356941223,0.5161779522895813,-0.08597487211227417,0.0,0.0,0.0,0.08880066871643066,-0.5753751397132874,-0.07392536103725433,0.291133314371109,-0.9516030550003052,-0.14021728932857513,0.546661913394928,-1.102370262145996,-0.18641559779644012,0.7143946886062622,-1.0611131191253662,-0.22070248425006866,0.8308866620063782,-0.7891291379928589,-0.15767692029476166,0.7301260828971863,-0.6847648620605469,-0.186380997300148,0.6121630668640137,-0.5999701619148254,-0.21607184410095215,0.5088870525360107,-0.57374507188797,-0.2464704066514969,0.9070269465446472,-0.38966232538223267,-0.15957887470722198,0.784834623336792,-0.36360204219818115,-0.14189080893993378,0.6782088875770569,-0.33143889904022217,-0.1544312685728073,0.5641208291053772,-0.2911171019077301,-0.19186271727085114,0.8980055451393127,-0.01369823981076479,-0.15336619317531586,0.7906421422958374,-0.03593930974602699,-0.15073679387569427,0.690596878528595,-0.04501624032855034,-0.13234011828899384,0.5695372819900513,-0.024884726852178574,-0.14198030531406403,0.8360862731933594,0.31180956959724426,-0.15405550599098206,0.7776200771331787,0.2520606815814972,-0.16482439637184143,0.6810159683227539,0.2346028983592987,-0.1295955777168274,0.5817477703094482,0.24501462280750275,-0.10306791216135025
yes,0.0,0.0,0.0,-0.1584126055240631,-0.5613021850585938,-0.014077207073569298,-0.4027346074581146,-0.9512015581130981,-0.03653335943818092,-0.7154495120048523,-1.046429991722107,-0.05310656130313873,-0.8873960375785828,-0.8958218693733215,-0.07590163499116898,-0.8629282116889954,-0.7230309247970581,-0.10757339000701904,-0.969336748123169,-0.5918246507644653,-0.13872641324996948,-0.8074746131896973,-0.5352342128753662,-0.177329421043396,-0.638010561466217,-0.5151628851890564,-0.20369887351989746,-0.9468327164649963,-0.2982519268989563,-0.12063830345869064,-0.9612659811973572,-0.2218656837940216,-0.10209362953901291,-0.8256692886352539,-0.17332550883293152,-0.11608728021383286,-0.6582352519035339,-0.16200219094753265,-0.14715953171253204,-0.9304053783416748,0.11559360474348068,-0.12186390161514282,-0.9298970103263855,0.14564873278141022,-0.10171081125736237,-0.8193560838699341,0.17472349107265472,-0.08588816225528717,-0.6614488363265991,0.17311261594295502,-0.09726772457361221,-0.8718311190605164,0.49044573307037354,-0.12395551800727844,-0.8768119812011719,0.503738522529602,-0.12559737265110016,-0.7482667565345764,0.5051939487457275,-0.0937928557395935,-0.6210563778877258,0.4911326467990875,-0.06539260596036911,0.0,0.0,0.0,0.08561412245035172,-0.5676040649414062,-0.07080023735761642,0.29181766510009766,-0.9326664209365845,-0.13322047889232635,0.5474147796630859,-1.0670102834701538,-0.17623896896839142,0.6963443160057068,-1.042289137840271,-0.20760591328144073,0.8290536403656006,-0.7867646217346191,-0.14893396198749542,0.7301138639450073,-0.6603855490684509,-0.17212361097335815,0.6154109239578247,-0.5770503282546997,-0.19870172441005707,0.5159057378768921,-0.5663326978683472,-0.22849880158901215,0.904757559299469,-0.39765897393226624,-0.15258179605007172,0.793650209903717,-0.3549114465713501,-0.1297798603773117,0.6873102784156799,-0.32288655638694763,-0.14029157161712646,0.5769468545913696,-0.30056247115135193,-0.17768217623233795,0.8955214023590088,-0.027901379391551018,-0.14811532199382782,0.8036498427391052,-0.034287210553884506,-0.14115306735038757,0.7013288140296936,-0.03148087486624718,-0.11962878704071045,0.5829930901527405,-0.02078322134912014,-0.12827903032302856,0.8313248157501221,0.29489535093307495,-0.15072838962078094,0.8004534840583801,0.25541651248931885,-0.15736111998558044,0.7008185982704163,0.24761277437210083,-0.1169624775648117,0.5985102653503418,0.25112828612327576,-0.08769356459379196
yes,0.0,0.0,0.0,-0.14736418426036835,-0.5460827946662903,-0.0328008271753788,-0.3902554512023926,-0.9426831007003784,-0.06262218207120895,-0.6948931813240051,-1.024578332901001,-0.08546599000692368,-0.8687304854393005,-0.8716188669204712,-0.11504782736301422,-0.8527267575263977,-0.7209486961364746,-0.116743303835392,-0.9298898577690125,-0.5391142964363098,-0.1652972549200058,-0.7669740319252014,-0.48475536704063416,-0.21941421926021576,-0.5990670323371887,-0.48447883129119873,-0.25529417395591736,-0.9424840807914734,-0.30942636728286743,-0.12640850245952606,-0.9268099069595337,-0.18031619489192963,-0.12519249320030212,-0.7871177792549133,-0.1298752874135971,-0.15012173354625702,-0.6232398152351379,-0.13595861196517944,-0.18586523830890656,-0.9281591176986694,0.10194195806980133,-0.1279933750629425,-0.9004123210906982,0.18572093546390533,-0.12796662747859955,-0.7823216319084167,0.21815337240695953,-0.12118790298700333,-0.6278845071792603,0.19933879375457764,-0.13431301712989807,-0.8693315386772156,0.48966705799102783,-0.1323680430650711,-0.8521851897239685,0.5496587753295898,-0.15293268859386444,-0.7160855531692505,0.5496862530708313,-0.13213293254375458,-0.5924856066703796,0.52253258228302,-0.10859876126050949,0.0,0.0,0.0,0.09078715741634369,-0.5644415616989136,-0.07694675028324127,0.297571063041687,-0.9404675960540771,-0.14155174791812897,0.5549719929695129,-1.0876808166503906,-0.18592846393585205,0.7190743684768677,-1.0440970659255981,-0.21708394587039948,0.8362036347389221,-0.7894169688224792,-0.1464306265115738,0.7384175062179565,-0.6736117005348206,-0.17419558763504028,0.6195439696311951,-0.590888500213623,-0.20337852835655212,0.5150536298751831,-0.5758960247039795,-0.23324692249298096,0.9080200791358948,-0.3924441933631897,-0.1465851217508316,0.7914420962333679,-0.36314547061920166,-0.1301785260438919,0.6843375563621521,-0.32952290773391724,-0.1429842859506607,0.5710816383361816,-0.3026304543018341,-0.1790340542793274,0.8971587419509888,-0.019445937126874924,-0.14011266827583313,0.7977622151374817,-0.03746575117111206,-0.13905204832553864,0.6983917951583862,-0.033436696976423264,-0.11884859949350357,0.5791431665420532,-0.019486889243125916,-0.12526221573352814,0.8332449197769165,0.30508938431739807,-0.1410488784313202,0.7951489090919495,0.25256675481796265,-0.15273810923099518,0.6987740993499756,0.24440515041351318,-0.1145012378692627,0.5989846587181091,0.2518071234226227,-0.08431167155504227
yes,0.0,0.0,0.0,-0.163167342543602,-0.5270609259605408,-0.02163892798125744,-0.40848079323768616,-0.9171024560928345,-0.052067387849092484,-0.705460250377655,-1.0084582567214966,-0.07762624323368073,-0.866060733795166,-0.8480740785598755,-0.10819627344608307,-0.8637334704399109,-0.6991502642631531,-0.10931412130594254,-0.9491700530052185,-0.5189956426620483,-0.15595994889736176,-0.7883166670799255,-0.46166151762008667,-0.20646455883979797,-0.6199095249176025,-0.45287835597991943,-0.23769095540046692,-0.9474684596061707,-0.2951228618621826,-0.12331189215183258,-0.9434914588928223,-0.184552401304245,-0.11688534915447235,-0.8060175776481628,-0.13400179147720337,-0.1374211609363556,-0.6449692249298096,-0.1299881786108017,-0.17034268379211426,-0.9330480694770813,0.10724242031574249,-0.12837713956832886,-0.9139137268066406,0.15684691071510315,-0.12128975987434387,-0.8002500534057617,0.19126935303211212,-0.1124316081404686,-0.6490684151649475,0.18235018849372864,-0.12442034482955933,-0.8787310719490051,0.4826933443546295,-0.13560603559017181,-0.8713342547416687,0.5145888328552246,-0.1467902958393097,-0.7392275333404541,0.5203667879104614,-0.12261827290058136,-0.6166799068450928,0.504429280757904,-0.0976208969950676,0.0,0.0,0.0,0.09475722163915634,-0.5580524206161499,-0.06930472701787949,0.3048650920391083,-0.9173181653022766,-0.13365407288074493,0.5669215321540833,-1.0657075643539429,-0.1779181957244873,0.7433169484138489,-1.0349721908569336,-0.20873701572418213,0.8309577703475952,-0.7882211804389954,-0.1506679505109787,0.7687039375305176,-0.6805610656738281,-0.17297187447547913,0.6554535031318665,-0.5869349837303162,-0.1922304928302765,0.5479621887207031,-0.5635599493980408,-0.2148190438747406,0.9085087776184082,-0.38940200209617615,-0.15158475935459137,0.8105117082595825,-0.36383092403411865,-0.12610481679439545,0.7025314569473267,-0.32373183965682983,-0.13340666890144348,0.5895711779594421,-0.2929063141345978,-0.167013481259346,0.9005599021911621,-0.011058446951210499,-0.1439240723848343,0.8099008202552795,-0.02735687978565693,-0.13325455784797668,0.7099329829216003,-0.026081696152687073,-0.11260422319173813,0.5888037085533142,-0.017675647512078285,-0.12209587544202805,0.8405621647834778,0.3161464333534241,-0.1428130716085434,0.7895333766937256,0.2738359272480011,-0.14773161709308624,0.6929386854171753,0.2667882442474365,-0.11206977814435959,0.5933658480644226,0.26930052042007446,-0.08555978536605835
yes,0.0,0.0,0.0,-0.16463997960090637,-0.5460513234138489,-0.012180118821561337,-0.4106599688529968,-0.9334890246391296,-0.03609845042228699,-0.7161243557929993,-1.013606309890747,-0.054840151220560074,-0.8814024329185486,-0.8553345799446106,-0.07846742123365402,-0.857403039932251,-0.7159677147865295,-0.10137652605772018,-0.9605377912521362,-0.5617372393608093,-0.13644640147686005,-0.7991572022438049,-0.5021904706954956,-0.1768752485513687,-0.6276999115943909,-0.48322659730911255,-0.2016834318637848,-0.9451875686645508,-0.30546486377716064,-0.11537626385688782,-0.9548413753509521,-0.21231204271316528,-0.09796658903360367,-0.8212499618530273,-0.1576703041791916,-0.1116943284869194,-0.6572009325027466,-0.14594656229019165,-0.14086994528770447,-0.9339604377746582,0.09810496866703033,-0.11867988854646683,-0.9317291378974915,0.1374964714050293,-0.09980864077806473,-0.8206619024276733,0.17260579764842987,-0.08505160361528397,-0.6663286089897156,0.16882596909999847,-0.09495718032121658,-0.8810110092163086,0.4703581631183624,-0.12279122322797775,-0.893913745880127,0.4979778230190277,-0.12299367040395737,-0.7631683945655823,0.5049617886543274,-0.09085988253355026,-0.6361775994300842,0.4903900921344757,-0.061278652399778366,0.0,0.0,0.0,0.10322611033916473,-0.5621296167373657,-0.06686416268348694,0.3211076855659485,-0.9164782166481018,-0.1278388947248459,0.5864038467407227,-1.0554498434066772,-0.16957585513591766,0.7668927311897278,-1.0326035022735596,-0.19815416634082794,0.8487180471420288,-0.7664259076118469,-0.1384381204843521,0.7906119227409363,-0.6777982115745544,-0.15848329663276672,0.6701743006706238,-0.5880098938941956,-0.17944122850894928,0.5587987303733826,-0.5621048212051392,-0.20249907672405243,0.9191776514053345,-0.3687855899333954,-0.13823795318603516,0.8283785581588745,-0.3612886071205139,-0.11001761257648468,0.7168908715248108,-0.3256385326385498,-0.1192796528339386,0.5990914106369019,-0.29141318798065186,-0.15357226133346558,0.9047808647155762,0.0019538740161806345,-0.1296699494123459,0.8239746689796448,-0.03395647928118706,-0.11597802489995956,0.7225515246391296,-0.03733423352241516,-0.09578867256641388,0.5974089503288269,-0.026213761419057846,-0.10500780493021011,0.8393263220787048,0.31684523820877075,-0.1273813098669052,0.8009753227233887,0.2556192874908447,-0.12953199446201324,0.7035695314407349,0.2453807145357132,-0.09169302135705948,0.5992220044136047,0.2506575286388397,-0.06319639086723328
yes,0.0,0.0,0.0,-0.1671265959739685,-0.5248540639877319,-0.0327896811068058,-0.42058131098747253,-0.928402304649353,-0.07097047567367554,-0.7291939854621887,-1.0052353143692017,-0.09878319501876831,-0.870255172252655,-0.8177141547203064,-0.13118135929107666,-0.8564148545265198,-0.7163214087486267,-0.1313462108373642,-0.9429647326469421,-0.5352597236633301,-0.17360900342464447,-0.7702329754829407,-0.4802626669406891,-0.21972934901714325,-0.6033582091331482,-0.4716396927833557,-0.24940916895866394,-0.9408491253852844,-0.30803075432777405,-0.1411387175321579,-0.9494706392288208,-0.20340964198112488,-0.1306138038635254,-0.8138664364814758,-0.14829204976558685,-0.14884348213672638,-0.6506996154785156,-0.13636665046215057,-0.18074911832809448,-0.9292950630187988,0.09728290885686874,-0.1405174434185028,-0.9302272200584412,0.14070627093315125,-0.12651728093624115,-0.8163670301437378,0.17759793996810913,-0.11324340850114822,-0.6638085246086121,0.17395463585853577,-0.12349867075681686,-0.8763109445571899,0.47023722529411316,-0.1424587219953537,-0.894004225730896,0.4922466576099396,-0.14492380619049072,-0.762528121471405,0.5018214583396912,-0.11178581416606903,-0.6393847465515137,0.4894511103630066,-0.08171587437391281,0.0,0.0,0.0,0.10199520736932755,-0.5563556551933289,-0.06547394394874573,0.3093428909778595,-0.9152567982673645,-0.12530399858951569,0.5708968639373779,-1.0630358457565308,-0.1659184694290161,0.759457528591156,-1.060952067375183,-0.1922505497932434,0.8310271501541138,-0.7858873009681702,-0.13974139094352722,0.7774608731269836,-0.6620570421218872,-0.1574312150478363,0.6612291932106018,-0.5654585361480713,-0.1722792237997055,0.5497223734855652,-0.5390839576721191,-0.1903756707906723,0.9100285172462463,-0.39011457562446594,-0.14020977914333344,0.8183098435401917,-0.3510162830352783,-0.110556460916996,0.7044550180435181,-0.3109903931617737,-0.11472827941179276,0.5868944525718689,-0.27937859296798706,-0.14492323994636536,0.9013329744338989,-0.017208177596330643,-0.1323680728673935,0.818905234336853,-0.036066845059394836,-0.11933928728103638,0.7128409743309021,-0.03298977017402649,-0.09551651775836945,0.5877841114997864,-0.01830168068408966,-0.10134127736091614,0.8385439515113831,0.30318617820739746,-0.13032782077789307,0.8036311864852905,0.2495725303888321,-0.1326638013124466,0.7038110494613647,0.24301406741142273,-0.09159261733293533,0.5970596671104431,0.25240182876586914,-0.05983545258641243
yes,0.0,0.0,0.0,-0.1616237759590149,-0.5186091661453247,-0.03468821197748184,-0.4079529643058777,-0.9264863133430481,-0.07371688634157181,-0.7116619348526001,-1.0010802745819092,-0.10232428461313248,-0.8635006546974182,-0.8257361650466919,-0.13548265397548676,-0.8510869145393372,-0.7261961102485657,-0.13286541402339935,-0.9364465475082397,-0.5331094264984131,-0.17612259089946747,-0.7647009491920471,-0.4743868112564087,-0.22157160937786102,-0.5991829633712769,-0.4686325788497925,-0.2507193684577942,-0.9375849962234497,-0.3173906207084656,-0.14211858808994293,-0.9415814280509949,-0.2030022144317627,-0.13678541779518127,-0.8020777702331543,-0.14368614554405212,-0.15817950665950775,-0.6365851759910583,-0.13356620073318481,-0.19026866555213928,-0.9273425936698914,0.08979365229606628,-0.14088858664035797,-0.9205926656723022,0.14123928546905518,-0.13118764758110046,-0.8039872050285339,0.18069887161254883,-0.12077219784259796,-0.6488010883331299,0.17671842873096466,-0.131317138671875,-0.8747227191925049,0.4673844277858734,-0.14229077100753784,-0.8790074586868286,0.4956021308898926,-0.1500701606273651,-0.744807243347168,0.5046279430389404,-0.12165716290473938,-0.620436429977417,0.4920441806316376,-0.09307923167943954,0.0,0.0,0.0,0.0948207676410675,-0.5563613772392273,-0.0697150006890297,0.29902711510658264,-0.919028103351593,-0.1332523673772812,0.55875563621521,-1.072831153869629,-0.17705731093883514,0.7476667165756226,-1.0725986957550049,-0.2066487818956375,0.8281259536743164,-0.7905900478363037,-0.14352305233478546,0.7687687277793884,-0.6783896088600159,-0.16314077377319336,0.65462327003479,-0.5783506035804749,-0.18019862473011017,0.5453099012374878,-0.5494096279144287,-0.19925320148468018,0.9082781672477722,-0.3932519853115082,-0.14277087152004242,0.8133600354194641,-0.361691415309906,-0.11303692311048508,0.7038102149963379,-0.3188631236553192,-0.11916419863700867,0.5876486301422119,-0.2841601073741913,-0.15081660449504852,0.8999146819114685,-0.018237223848700523,-0.13394685089588165,0.8145817518234253,-0.03951188921928406,-0.11939390003681183,0.7130012512207031,-0.0358540304005146,-0.0976346954703331,0.589972972869873,-0.021498534828424454,-0.10520034283399582,0.837733268737793,0.3051879107952118,-0.13145750761032104,0.8055514097213745,0.2522563636302948,-0.13159926235675812,0.7079591751098633,0.24681013822555542,-0.09095720946788788,0.6012051701545715,0.2570023238658905,-0.060056015849113464
yes,0.0,0.0,0.0,-0.1628209948539734,-0.5194693803787231,-0.032171063125133514,-0.4060109853744507,-0.9204831719398499,-0.07044205069541931,-0.7072528004646301,-1.00807523727417,-0.09940305352210999,-0.8614449501037598,-0.8404504656791687,-0.13273364305496216,-0.8522303104400635,-0.7213340401649475,-0.12830662727355957,-0.9373535513877869,-0.538303017616272,-0.17191191017627716,-0.7670735120773315,-0.48096296191215515,-0.21867097914218903,-0.6023072600364685,-0.47133034467697144,-0.24846895039081573,-0.93837571144104,-0.3164023160934448,-0.1390707939863205,-0.9424993395805359,-0.20644207298755646,-0.1320682018995285,-0.8047935962677002,-0.1493680775165558,-0.15279512107372284,-0.642246663570404,-0.13711421191692352,-0.18526625633239746,-0.9277784824371338,0.08739592134952545,-0.13970421254634857,-0.9234718680381775,0.13427740335464478,-0.12826617062091827,-0.8098875284194946,0.1725790947675705,-0.11700361222028732,-0.6583477258682251,0.1707446426153183,-0.12753726541996002,-0.8754115700721741,0.46074536442756653,-0.14301173388957977,-0.8856753706932068,0.4845643937587738,-0.1483398675918579,-0.7545498609542847,0.4927649199962616,-0.11792498081922531,-0.6317083835601807,0.48186013102531433,-0.08848629146814346,0.0,0.0,0.0,0.09728351980447769,-0.5626549124717712,-0.07134822756052017,0.2967749536037445,-0.9210138916969299,-0.1368052065372467,0.5504469871520996,-1.0690886974334717,-0.18250881135463715,0.7385098934173584,-1.0608681440353394,-0.2137508988380432,0.8238661289215088,-0.7941223978996277,-0.15051865577697754,0.7587292194366455,-0.6718098521232605,-0.17365211248397827,0.6427861452102661,-0.5702829957008362,-0.19221282005310059,0.532997190952301,-0.5425299406051636,-0.21215589344501495,0.9068306684494019,-0.3936328887939453,-0.15070292353630066,0.8064920902252197,-0.35031846165657043,-0.12537334859371185,0.6950669288635254,-0.30652156472206116,-0.13239721953868866,0.5813356637954712,-0.273754745721817,-0.164631187915802,0.9007678627967834,-0.014907215721905231,-0.14285044372081757,0.8121019601821899,-0.024466626346111298,-0.13272905349731445,0.7085886001586914,-0.019785216078162193,-0.1097353920340538,0.5872233510017395,-0.006729635875672102,-0.11586001515388489,0.8385968804359436,0.3114262521266937,-0.1414467841386795,0.8053613901138306,0.26973405480384827,-0.14383628964424133,0.7069427371025085,0.264585018157959,-0.10178843140602112,0.6021327376365662,0.2717021405696869,-0.06950365006923676
yes,0.0,0.0,0.0,-0.15820328891277313,-0.519139289855957,-0.03793235495686531,-0.41574135422706604,-0.9230445027351379,-0.07611346989870071,-0.724859893321991,-0.9914741516113281,-0.10317961871623993,-0.8668162226676941,-0.8041923642158508,-0.13483081758022308,-0.8509008288383484,-0.720676064491272,-0.13258902728557587,-0.9349428415298462,-0.5312627553939819,-0.17912018299102783,-0.7618552446365356,-0.47312185168266296,-0.22888074815273285,-0.5955560803413391,-0.4644208550453186,-0.2607533931732178,-0.9376006126403809,-0.3183291554450989,-0.13989827036857605,-0.9383586645126343,-0.20023593306541443,-0.1345667988061905,-0.8005912899971008,-0.14535412192344666,-0.15688325464725494,-0.6384269595146179,-0.13638857007026672,-0.19028489291667938,-0.9284266233444214,0.08384016901254654,-0.13783982396125793,-0.9157750010490417,0.14035151898860931,-0.12869825959205627,-0.8000978231430054,0.17566797137260437,-0.12027545273303986,-0.6476660966873169,0.16931937634944916,-0.1326284110546112,-0.8788014650344849,0.45767852663993835,-0.13892894983291626,-0.8753994703292847,0.49076083302497864,-0.14697568118572235,-0.7421118021011353,0.4979163706302643,-0.12055908888578415,-0.6206417083740234,0.4829256534576416,-0.09437201917171478,0.0,0.0,0.0,0.0965903252363205,-0.5613195300102234,-0.07749911397695541,0.2961856424808502,-0.9208602905273438,-0.14628508687019348,0.5511938333511353,-1.067834734916687,-0.19429798424243927,0.7359769344329834,-1.0365264415740967,-0.22766809165477753,0.8217254877090454,-0.7957955002784729,-0.1559581309556961,0.7538564205169678,-0.664885401725769,-0.1811051070690155,0.6389801502227783,-0.5625894665718079,-0.20124594867229462,0.529177725315094,-0.5386569499969482,-0.22304002940654755,0.9057103991508484,-0.3947139084339142,-0.15456268191337585,0.8038598299026489,-0.34870249032974243,-0.13255086541175842,0.695285439491272,-0.3030560612678528,-0.14103178679943085,0.5827480554580688,-0.27416467666625977,-0.17413118481636047,0.9009211659431458,-0.015529175288975239,-0.1456400752067566,0.8097133636474609,-0.023461705073714256,-0.13807125389575958,0.7084380984306335,-0.015866823494434357,-0.11538608372211456,0.5886983275413513,-0.005046651232987642,-0.12156885862350464,0.8389490246772766,0.3113791346549988,-0.14382116496562958,0.8011311292648315,0.2694675624370575,-0.14955838024616241,0.7029144763946533,0.26690611243247986,-0.10892336070537567,0.5996185541152954,0.27329719066619873,-0.07752883434295654
yes,0.0,0.0,0.0,-0.15831182897090912,-0.5235500931739807,-0.02940988726913929,-0.41249987483024597,-0.9275380969047546,-0.060990799218416214,-0.7222166657447815,-0.9960514307022095,-0.08423137664794922,-0.8790596127510071,-0.8155747652053833,-0.11127591133117676,-0.8570328950881958,-0.713188111782074,-0.11218754202127457,-0.9342363476753235,-0.5367380380630493,-0.14759548008441925,-0.7699452042579651,-0.4814879298210144,-0.18957237899303436,-0.6109245419502258,-0.4759480357170105,-0.21839004755020142,-0.9400621056556702,-0.318270206451416,-0.12242304533720016,-0.9325516223907471,-0.21430844068527222,-0.11225958168506622,-0.7967672944068909,-0.1628372073173523,-0.13463710248470306,-0.636222243309021,-0.15348272025585175,-0.16918987035751343,-0.9281580448150635,0.07329516857862473,-0.12282221764326096,-0.903853178024292,0.11799520999193192,-0.11182155460119247,-0.7911819815635681,0.15561890602111816,-0.10492875427007675,-0.6400831937789917,0.15426592528820038,-0.11858447641134262,-0.8778911232948303,0.4406367838382721,-0.12600819766521454,-0.8748877048492432,0.4638117551803589,-0.13348376750946045,-0.7439401745796204,0.471792995929718,-0.10944416373968124,-0.6212027668952942,0.46151575446128845,-0.08529135584831238,0.0,0.0,0.0,0.08453194051980972,-0.5707321763038635,-0.07729844748973846,0.27505308389663696,-0.9371012449264526,-0.1476997584104538,0.5258451104164124,-1.0879192352294922,-0.19763748347759247,0.7039484977722168,-1.047109842300415,-0.23349551856517792,0.812564492225647,-0.8005869388580322,-0.16304896771907806,0.7497346997261047,-0.665432333946228,-0.18767115473747253,0.6435331106185913,-0.5710559487342834,-0.20816706120967865,0.5400897264480591,-0.5509696006774902,-0.2316184937953949,0.9024501442909241,-0.3990252614021301,-0.1623658686876297,0.7940230965614319,-0.3506637215614319,-0.13694557547569275,0.6926858425140381,-0.3109424412250519,-0.14324070513248444,0.5889548063278198,-0.27876102924346924,-0.17789053916931152,0.9007478952407837,-0.01886201649904251,-0.15390688180923462,0.8062384128570557,-0.024719292297959328,-0.14309437572956085,0.7105517387390137,-0.02313823439180851,-0.11929585039615631,0.598212480545044,-0.011778583750128746,-0.1274041086435318,0.8417063355445862,0.307893306016922,-0.15280136466026306,0.8021337389945984,0.2727075517177582,-0.15509018301963806,0.7113434076309204,0.26748600602149963,-0.11457327753305435,0.6166326999664307,0.2718651294708252,-0.08523387461900711
yes,0.0,0.0,0.0,-0.1613798588514328,-0.5191715359687805,-0.03589218109846115,-0.421190470457077,-0.9227365255355835,-0.06634486466646194,-0.7293421030044556,-0.986640989780426,-0.08578509837388992,-0.8616318702697754,-0.7952930927276611,-0.10903561860322952,-0.8634763956069946,-0.7068639993667603,-0.11569999158382416,-0.9207903146743774,-0.5330042839050293,-0.14509162306785583,-0.7529293894767761,-0.48131832480430603,-0.18193237483501434,-0.5986170172691345,-0.4748367667198181,-0.20880861580371857,-0.9416911005973816,-0.31333476305007935,-0.12263453006744385,-0.9202510714530945,-0.20496998727321625,-0.10712552815675735,-0.7834526896476746,-0.15861116349697113,-0.12756873667240143,-0.6308656334877014,-0.1508987993001938,-0.1619674414396286,-0.9246768951416016,0.07931020110845566,-0.11986967921257019,-0.887660801410675,0.13923950493335724,-0.10652472823858261,-0.7739946842193604,0.16510829329490662,-0.10241348296403885,-0.6287549138069153,0.1576402485370636,-0.11900348961353302,-0.8664017915725708,0.4505433738231659,-0.12018102407455444,-0.8491768836975098,0.47994542121887207,-0.12665283679962158,-0.7165610194206238,0.4826936721801758,-0.1041475161910057,-0.5989751815795898,0.4721386432647705,-0.08235055208206177,0.0,0.0,0.0,0.07855696231126785,-0.5688560009002686,-0.07375457882881165,0.2642197608947754,-0.9369419813156128,-0.1427142322063446,0.5163705348968506,-1.0918188095092773,-0.19234910607337952,0.6985872387886047,-1.0549746751785278,-0.22776280343532562,0.8033987283706665,-0.8087645769119263,-0.1583569049835205,0.7482092976570129,-0.6686632633209229,-0.18042823672294617,0.6398937106132507,-0.5736206769943237,-0.19830317795276642,0.5348606705665588,-0.5522874593734741,-0.22012977302074432,0.8968902230262756,-0.4126388430595398,-0.159113347530365,0.7915265560150146,-0.3569597601890564,-0.13178342580795288,0.6878290176391602,-0.3168145418167114,-0.13792705535888672,0.5833980441093445,-0.2860400378704071,-0.17252221703529358,0.8982621431350708,-0.03375570848584175,-0.15179875493049622,0.8017867207527161,-0.031154815107584,-0.13955405354499817,0.7034508585929871,-0.027604933828115463,-0.11707091331481934,0.5895852446556091,-0.01680178754031658,-0.12624646723270416,0.8417372107505798,0.29410895705223083,-0.151476189494133,0.7993805408477783,0.2686961889266968,-0.15281929075717926,0.7056686878204346,0.26496070623397827,-0.11356624960899353,0.6090406179428101,0.2689165771007538,-0.08531054109334946
